PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27216224","Effects of Respiratory Muscle Training on Respiratory Function, Respiratory Muscle Strength, and Exercise Tolerance in Patients Poststroke: A Systematic Review With Meta-Analysis","Gomes-Neto M, Saquetto MB, Silva CM, Carvalho VO, Ribeiro N, Conceição CS.","Arch Phys Med Rehabil. 2016 Nov;97(11):1994-2001. doi: 10.1016/j.apmr.2016.04.018. Epub 2016 May 20.","Gomes-Neto M","Arch Phys Med Rehabil","2016","2016/05/25","","","10.1016/j.apmr.2016.04.018"
"27182763","Combined Exercise and Inspiratory Muscle Training in Patients With Heart Failure: A SYSTEMATIC REVIEW AND META-ANALYSIS","Neto MG, Martinez BP, Conceição CS, Silva PE, Carvalho VO.","J Cardiopulm Rehabil Prev. 2016 Nov/Dec;36(6):395-401. doi: 10.1097/HCR.0000000000000184.","Neto MG","J Cardiopulm Rehabil Prev","2016","2016/05/17","","","10.1097/HCR.0000000000000184"
"27102172","Effects of Resistance Training Frequency on Measures of Muscle Hypertrophy: A Systematic Review and Meta-Analysis","Schoenfeld BJ, Ogborn D, Krieger JW.","Sports Med. 2016 Nov;46(11):1689-1697. doi: 10.1007/s40279-016-0543-8.","Schoenfeld BJ","Sports Med","2016","2016/04/23","","","10.1007/s40279-016-0543-8"
"27094568","The role of inspiratory muscle training in the management of asthma and exercise-induced bronchoconstriction","Shei RJ, Paris HL, Wilhite DP, Chapman RF, Mickleborough TD.","Phys Sportsmed. 2016 Nov;44(4):327-334. doi: 10.1080/00913847.2016.1176546. Epub 2016 Apr 26.","Shei RJ","Phys Sportsmed","2016","2016/04/21","","","10.1080/00913847.2016.1176546"
"27050709","Effects of fixed vs. self-suggested rest between sets in upper and lower body exercises performance","De Salles BF, Polito MD, Goessler KF, Mannarino P, Matta TT, Simão R.","Eur J Sport Sci. 2016 Nov;16(8):927-31. doi: 10.1080/17461391.2016.1161831. Epub 2016 Apr 6.","De Salles BF","Eur J Sport Sci","2016","2016/04/07","","","10.1080/17461391.2016.1161831"
"27046937","Associations Between Balance and Muscle Strength, Power Performance in Male Youth Athletes of Different Maturity Status","Hammami R, Chaouachi A, Makhlouf I, Granacher U, Behm DG.","Pediatr Exerc Sci. 2016 Nov;28(4):521-534. doi: 10.1123/pes.2015-0231. Epub 2016 Aug 19.","Hammami R","Pediatr Exerc Sci","2016","2016/04/06","","","10.1123/pes.2015-0231"
"27028156","Acute Cardiopulmonary and Metabolic Responses to High-Intensity Interval Training Protocols Using 60 s of Work and 60 s Recovery","Rozenek R, Salassi JW 3rd, Pinto NM, Fleming JD.","J Strength Cond Res. 2016 Nov;30(11):3014-3023. doi: 10.1519/JSC.0000000000001414.","Rozenek R","J Strength Cond Res","2016","2016/03/31","","","10.1519/JSC.0000000000001414"
"27028155","The Neuromuscular, Biochemical, and Endocrine Responses to a Single-Session Vs. Double-Session Training Day in Elite Athletes","Johnston MJ, Cook CJ, Drake D, Costley L, Johnston JP, Kilduff LP.","J Strength Cond Res. 2016 Nov;30(11):3098-3106. doi: 10.1519/JSC.0000000000001423.","Johnston MJ","J Strength Cond Res","2016","2016/03/31","","","10.1519/JSC.0000000000001423"
"26999533","Factors That Influence Running Intensity in Interchange Players in Professional Rugby League","Delaney JA, Thornton HR, Duthie GM, Dascombe BJ.","Int J Sports Physiol Perform. 2016 Nov;11(8):1047-1052. doi: 10.1123/ijspp.2015-0559. Epub 2016 Aug 24.","Delaney JA","Int J Sports Physiol Perform","2016","2016/03/22","","","10.1123/ijspp.2015-0559"
"26999454","Temporal Robustness of the Session Rating of Perceived Exertion","Christen J, Foster C, Porcari JP, Mikat RP.","Int J Sports Physiol Perform. 2016 Nov;11(8):1088-1093. doi: 10.1123/ijspp.2015-0438. Epub 2016 Aug 24.","Christen J","Int J Sports Physiol Perform","2016","2016/03/22","","","10.1123/ijspp.2015-0438"
"26982977","Isometric Mid-Thigh Pull Correlates With Strength, Sprint, and Agility Performance in Collegiate Rugby Union Players","Wang R, Hoffman JR, Tanigawa S, Miramonti AA, La Monica MB, Beyer KS, Church DD, Fukuda DH, Stout JR.","J Strength Cond Res. 2016 Nov;30(11):3051-3056. doi: 10.1519/JSC.0000000000001416.","Wang R","J Strength Cond Res","2016","2016/03/17","","","10.1519/JSC.0000000000001416"
"26982975","Core Muscle Activation During Unstable Bicep Curl Using a Water-Filled Instability Training Tube","Glass SC, Blanchette TW, Karwan LA, Pearson SS, OʼNeil AP, Karlik DA.","J Strength Cond Res. 2016 Nov;30(11):3212-3219. doi: 10.1519/JSC.0000000000001418.","Glass SC","J Strength Cond Res","2016","2016/03/17","","","10.1519/JSC.0000000000001418"
"26950358","Excess Postexercise Oxygen Consumption After High-Intensity and Sprint Interval Exercise, and Continuous Steady-State Exercise","Tucker WJ, Angadi SS, Gaesser GA.","J Strength Cond Res. 2016 Nov;30(11):3090-3097. doi: 10.1519/JSC.0000000000001399.","Tucker WJ","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001399"
"26950357","Test-Retest Reliability of a Novel Isokinetic Squat Device With Strength-Trained Athletes","Bridgeman LA, McGuigan MR, Gill ND, Dulson DK.","J Strength Cond Res. 2016 Nov;30(11):3261-3265. doi: 10.1519/JSC.0000000000001410.","Bridgeman LA","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001410"
"26950348","Influence of Knee-to-Feet Jump Training on Vertical Jump and Hang Clean Performance","Stark L, Pickett K, Bird M, King AC.","J Strength Cond Res. 2016 Nov;30(11):3084-3089. doi: 10.1519/JSC.0000000000001403.","Stark L","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001403"
"26950347","Comparison of Physiological Variables Between the Elliptical Bicycle and Run Training in Experienced Runners","Klein IE, White JB, Rana SR.","J Strength Cond Res. 2016 Nov;30(11):2998-3006. doi: 10.1519/JSC.0000000000001398.","Klein IE","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001398"
"26950345","Evaluation of Performance Improvements After Either Resistance Training or Sprint Interval-Based Concurrent Training","Laird RH 4th, Elmer DJ, Barberio MD, Salom LP, Lee KA, Pascoe DD.","J Strength Cond Res. 2016 Nov;30(11):3057-3065. doi: 10.1519/JSC.0000000000001412.","Laird RH 4th","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001412"
"26950343","Physical Characteristics Underpinning Repetitive Lunging in Fencing","Turner AN, Marshall G, Phillips J, Noto A, Buttigieg C, Chavda S, Downing W, Atlay N, Dimitriou L, Kilduff L.","J Strength Cond Res. 2016 Nov;30(11):3134-3139. doi: 10.1519/JSC.0000000000001402.","Turner AN","J Strength Cond Res","2016","2016/03/08","","","10.1519/JSC.0000000000001402"
"26934687","Effects of high-intensity interval training on cardiometabolic risk factors in overweight/obese women","Smith-Ryan AE, Trexler ET, Wingfield HL, Blue MN.","J Sports Sci. 2016 Nov;34(21):2038-46. doi: 10.1080/02640414.2016.1149609. Epub 2016 Mar 2.","Smith-Ryan AE","J Sports Sci","2016","2016/03/03","PMC5010533","NIHMS809738","10.1080/02640414.2016.1149609"
"26920254","Downhill walking training with and without exercise-induced muscle damage similarly increase knee extensor strength","Maeo S, Yamamoto M, Kanehisa H.","J Sports Sci. 2016 Nov;34(21):2018-26. doi: 10.1080/02640414.2016.1149607. Epub 2016 Feb 26.","Maeo S","J Sports Sci","2016","2016/02/28","","","10.1080/02640414.2016.1149607"
"26863885","Caffeine improves muscular performance in elite Brazilian Jiu-jitsu athletes","Diaz-Lara FJ, Del Coso J, García JM, Portillo LJ, Areces F, Abián-Vicén J.","Eur J Sport Sci. 2016 Nov;16(8):1079-86. doi: 10.1080/17461391.2016.1143036. Epub 2016 Feb 10.","Diaz-Lara FJ","Eur J Sport Sci","2016","2016/02/12","","","10.1080/17461391.2016.1143036"
"26609969","Comparison between traditional strength training and complex contrast training on repeated sprint ability and muscle architecture in elite soccer players","Spineti J, Figueiredo T, Bastos DE Oliveira V, Assis M, Fernandes DE Oliveira L, Miranda H, Machado DE Ribeiro Reis VM, Simão R.","J Sports Med Phys Fitness. 2016 Nov;56(11):1269-1278. Epub 2015 Nov 26.","Spineti J","J Sports Med Phys Fitness","2016","2015/11/27","","",""
"26564581","The Effects of Expiratory Muscle Strength Training on Voice and Associated Factors in Medical Professionals With Voice Disorders","Tsai YC, Huang S, Che WC, Huang YC, Liou TH, Kuo YC.","J Voice. 2016 Nov;30(6):759.e21-759.e27. doi: 10.1016/j.jvoice.2015.09.012. Epub 2015 Nov 10.","Tsai YC","J Voice","2016","2015/11/14","","","10.1016/j.jvoice.2015.09.012"
"26451006","Therapeutic validity and effectiveness of supervised physical exercise training on exercise capacity in patients with chronic obstructive pulmonary disease: a systematic review and meta-analysis","Vooijs M, Siemonsma PC, Heus I, Sont JK, Rövekamp TA, van Meeteren NL.","Clin Rehabil. 2016 Nov;30(11):1037-1048. doi: 10.1177/0269215515609413. Epub 2016 Jul 11.","Vooijs M","Clin Rehabil","2016","2015/10/10","","","10.1177/0269215515609413"
"26329838","Sport climbing as a means to improve health-related physical fitness parameters","Aras D, Akalan C.","J Sports Med Phys Fitness. 2016 Nov;56(11):1304-1310. Epub 2015 Sep 1.","Aras D","J Sports Med Phys Fitness","2016","2015/09/03","","",""
"26140542","Blood flow occlusion pressure at rest and immediately after a bout of low load exercise","Barnett BE, Dankel SJ, Counts BR, Nooe AL, Abe T, Loenneke JP.","Clin Physiol Funct Imaging. 2016 Nov;36(6):436-440. doi: 10.1111/cpf.12246. Epub 2015 Jul 3.","Barnett BE","Clin Physiol Funct Imaging","2016","2015/07/04","","","10.1111/cpf.12246"
"26095885","Effects of blood-flow-restricted resistance training on muscle function in a 74-year-old male with sporadic inclusion body myositis: a case report","Jørgensen AN, Aagaard P, Nielsen JL, Frandsen U, Diederichsen LP.","Clin Physiol Funct Imaging. 2016 Nov;36(6):504-509. doi: 10.1111/cpf.12259. Epub 2015 Jun 19.","Jørgensen AN","Clin Physiol Funct Imaging","2016","2015/06/23","","","10.1111/cpf.12259"
"26022747","Differences in physical performance between U-20 and senior top-level Brazilian futsal players","Nakamura FY, Pereira LA, Cal Abad CC, Kobal R, Kitamura K, Roschel H, Rabelo F, Souza WA Jr, Loturco I.","J Sports Med Phys Fitness. 2016 Nov;56(11):1289-1297. Epub 2015 May 29.","Nakamura FY","J Sports Med Phys Fitness","2016","2015/05/30","","",""
"27793165","Surviving critical illness: what is next? An expert consensus statement on physical rehabilitation after hospital discharge","Major ME, Kwakman R, Kho ME, Connolly B, McWilliams D, Denehy L, Hanekom S, Patman S, Gosselink R, Jones C, Nollet F, Needham DM, Engelbert RH, van der Schaaf M.","Crit Care. 2016 Oct 29;20(1):354. doi: 10.1186/s13054-016-1508-x.","Major ME","Crit Care","2016","2016/10/30","PMC5086052","","10.1186/s13054-016-1508-x"
"27822028","Effect of endurance versus resistance training on quadriceps muscle dysfunction in COPD: a pilot study","Iepsen UW, Munch GD, Rugbjerg M, Rinnov AR, Zacho M, Mortensen SP, Secher NH, Ringbaek T, Pedersen BK, Hellsten Y, Lange P, Thaning P.","Int J Chron Obstruct Pulmon Dis. 2016 Oct 27;11:2659-2669. doi: 10.2147/COPD.S114351. eCollection 2016.","Iepsen UW","Int J Chron Obstruct Pulmon Dis","2016","2016/11/09","PMC5087783","","10.2147/COPD.S114351"
"27783805","Effects of endurance training on reduction of plasma glucose during high intensity constant and incremental speed tests in Wistar rats","Abreu P, Vitzel KF, Monteiro IC, Lima TI, Queiroz AN, Leal-Cardoso JH, Hirabara SM, Ceccatto VM.","Braz J Med Biol Res. 2016 Oct 24;49(11):e5226. doi: 10.1590/1414-431X20165226.","Abreu P","Braz J Med Biol Res","2016","2016/10/27","PMC5089229","","10.1590/1414-431X20165226"
"27803808","Perioperative physical exercise interventions for patients undergoing lung cancer surgery: What is the evidence?","Mainini C, Rebelo PF, Bardelli R, Kopliku B, Tenconi S, Costi S, Tedeschi C, Fugazzaro S.","SAGE Open Med. 2016 Oct 19;4:2050312116673855. doi: 10.1177/2050312116673855. eCollection 2016.","Mainini C","SAGE Open Med","2016","2016/11/03","PMC5077072","","10.1177/2050312116673855"
"27748503","Neuromuscular electrical stimulation for muscle weakness in adults with advanced disease","Jones S, Man WD, Gao W, Higginson IJ, Wilcock A, Maddocks M.","Cochrane Database Syst Rev. 2016 Oct 17;10(10):CD009419. doi: 10.1002/14651858.CD009419.pub3.","Jones S","Cochrane Database Syst Rev","2016","2016/10/18","PMC6464134","","10.1002/14651858.CD009419.pub3"
"27575705","Loss of strength capacity is associated with mortality, but resistance exercise training promotes only modest effects during cachexia progression","das Neves W, Alves CR, de Almeida NR, Guimarães FL, Ramires PR, Brum PC, Lancha AH Jr.","Life Sci. 2016 Oct 15;163:11-22. doi: 10.1016/j.lfs.2016.08.025. Epub 2016 Aug 26.","das Neves W","Life Sci","2016","2016/08/31","","","10.1016/j.lfs.2016.08.025"
"27553575","Effect of water- versus land-based exercise training as a component of a multidisciplinary intervention program for overweight and obese adolescents","Lopera CA, da Silva DF, Bianchini JA, Locateli JC, Moreira AC, Dada RP, Thivel D, Nardo N Junior.","Physiol Behav. 2016 Oct 15;165:365-73. doi: 10.1016/j.physbeh.2016.08.019. Epub 2016 Aug 20.","Lopera CA","Physiol Behav","2016","2016/08/25","","","10.1016/j.physbeh.2016.08.019"
"27434363","Comparing exercise training modalities in heart failure: A systematic review and meta-analysis","Cornelis J, Beckers P, Taeymans J, Vrints C, Vissers D.","Int J Cardiol. 2016 Oct 15;221:867-76. doi: 10.1016/j.ijcard.2016.07.105. Epub 2016 Jul 9.","Cornelis J","Int J Cardiol","2016","2016/07/20","","","10.1016/j.ijcard.2016.07.105"
"27420588","Inspiratory work capacity is more severely depressed than inspiratory muscle strength in patients with heart failure: Novel applications for inspiratory muscle training","Laoutaris ID, Adamopoulos S, Manginas A, Panagiotakos DB, Cokkinos DV, Dritsas A.","Int J Cardiol. 2016 Oct 15;221:622-6. doi: 10.1016/j.ijcard.2016.07.102. Epub 2016 Jul 8.","Laoutaris ID","Int J Cardiol","2016","2016/07/16","","","10.1016/j.ijcard.2016.07.102"
"27737674","Effects of eight weeks of time-restricted feeding (16/8) on basal metabolism, maximal strength, body composition, inflammation, and cardiovascular risk factors in resistance-trained males","Moro T, Tinsley G, Bianco A, Marcolin G, Pacelli QF, Battaglia G, Palma A, Gentil P, Neri M, Paoli A.","J Transl Med. 2016 Oct 13;14(1):290. doi: 10.1186/s12967-016-1044-0.","Moro T","J Transl Med","2016","2016/10/15","PMC5064803","","10.1186/s12967-016-1044-0"
"27735834","Caffeine Use among Active Duty Navy and Marine Corps Personnel","Knapik JJ, Trone DW, McGraw S, Steelman RA, Austin KG, Lieberman HR.","Nutrients. 2016 Oct 9;8(10):620. doi: 10.3390/nu8100620.","Knapik JJ","Nutrients","2016","2016/10/14","PMC5084008","","10.3390/nu8100620"
"27681976","Sarcopenia: a potential cause and consequence of type 2 diabetes in Australia's ageing population?","Scott D, de Courten B, Ebeling PR.","Med J Aust. 2016 Oct 3;205(7):329-33. doi: 10.5694/mja16.00446.","Scott D","Med J Aust","2016","2016/09/30","","","10.5694/mja16.00446"
"27863277","Vitamin D supplementation affects the IGF system in men after acute exercise","Darr RL, Savage KJ, Baker M, Wilding GE, Raswalsky A, Rideout T, Browne RW, Horvath PJ.","Growth Horm IGF Res. 2016 Oct-Dec;30-31:45-51. doi: 10.1016/j.ghir.2016.11.002. Epub 2016 Nov 5.","Darr RL","Growth Horm IGF Res","2016","2016/11/19","","","10.1016/j.ghir.2016.11.002"
"27821937","Effects of 24-week resistance exercise training on carotid peak systolic and end diastolic flow velocity in healthy older adults","Park J.","J Phys Ther Sci. 2016 Oct;28(10):2793-2797. doi: 10.1589/jpts.28.2793. Epub 2016 Oct 28.","Park J","J Phys Ther Sci","2016","2016/11/09","PMC5088128","","10.1589/jpts.28.2793"
"27821935","Effects of an upper-limb exercise program for improving muscular strength and range of movement on respiratory function of stroke patients","Kim DH, Jang SH.","J Phys Ther Sci. 2016 Oct;28(10):2785-2788. doi: 10.1589/jpts.28.2785. Epub 2016 Oct 28.","Kim DH","J Phys Ther Sci","2016","2016/11/09","PMC5088126","","10.1589/jpts.28.2785"
"27814866","Comparison of the effect of different modalities of physical exercise on functionality and anthropometric measurements in community-dwelling older women","Vasconcelos AP, Cardozo DC, Lucchetti AL, Lucchetti G.","J Bodyw Mov Ther. 2016 Oct;20(4):851-856. doi: 10.1016/j.jbmt.2016.02.010. Epub 2016 Feb 21.","Vasconcelos AP","J Bodyw Mov Ther","2016","2016/11/06","","","10.1016/j.jbmt.2016.02.010"
"27766134","Carotid Artery IMT, Blood Pressure, and Cardiovascular Risk Factors in Males and Females","Cromwell CM, Aichele KR, Oakman JE, Neal MP, Lenzo JM, Perez AN, Bye NL, Santaniello EL, Hill JA, Evans RC, Thiele KA, Chavis LN, Getty AK, Wisdo TR, Feairheller DL.","Int J Exerc Sci. 2016 Oct 1;9(3):482-490. eCollection 2016.","Cromwell CM","Int J Exerc Sci","2016","2016/10/22","PMC5065332","",""
"27766130","Inter-Investigator Reliability of Anthropometric Prediction of 1RM Bench Press in College Football Players","Schumacher RM, Arabas JL, Mayhew JL, Brechue WF.","Int J Exerc Sci. 2016 Oct 1;9(3):427-436. eCollection 2016.","Schumacher RM","Int J Exerc Sci","2016","2016/10/22","PMC5065323","",""
"27692119","Heart Failure: Exercise-Based Cardiac Rehabilitation: Who, When, and How Intense?","Haykowsky MJ, Daniel KM, Bhella PS, Sarma S, Kitzman DW.","Can J Cardiol. 2016 Oct;32(10 Suppl 2):S382-S387. doi: 10.1016/j.cjca.2016.06.001. Epub 2016 Jun 6.","Haykowsky MJ","Can J Cardiol","2016","2016/10/04","","","10.1016/j.cjca.2016.06.001"
"27688433","Contraction mode itself does not determine the level of mTORC1 activity in rat skeletal muscle","Ato S, Makanae Y, Kido K, Fujita S.","Physiol Rep. 2016 Oct;4(19):e12976. doi: 10.14814/phy2.12976.","Ato S","Physiol Rep","2016","2016/10/01","PMC5064134","","10.14814/phy2.12976"
"27663059","Exercise training in metabolic myopathies","Vissing J.","Rev Neurol (Paris). 2016 Oct;172(10):559-565. doi: 10.1016/j.neurol.2016.08.005. Epub 2016 Sep 20.","Vissing J","Rev Neurol (Paris)","2016","2016/09/25","","","10.1016/j.neurol.2016.08.005"
"27658233","Time Course of Changes in Neuromuscular Parameters During Sustained Isometric Muscle Actions","Smith CM, Housh TJ, Herda TJ, Zuniga JM, Camic CL, Bergstrom HC, Smith DB, Weir JP, Hill EC, Cochrane KC, Jenkins ND, Schmidt RJ, Johnson GO.","J Strength Cond Res. 2016 Oct;30(10):2697-2702. doi: 10.1519/JSC.0000000000001547.","Smith CM","J Strength Cond Res","2016","2016/09/23","","","10.1519/JSC.0000000000001547"
"27649859","Exercise prescription to reverse frailty","Bray NW, Smart RR, Jakobi JM, Jones GR.","Appl Physiol Nutr Metab. 2016 Oct;41(10):1112-1116. doi: 10.1139/apnm-2016-0226. Epub 2016 Sep 21.","Bray NW","Appl Physiol Nutr Metab","2016","2016/09/22","","","10.1139/apnm-2016-0226"
"27636349","Detraining-induced alterations in adipokines and cardiometabolic risk factors after nonlinear periodized resistance and aerobic interval training in obese men","Nikseresht M, Hafezi Ahmadi MR, Hedayati M.","Appl Physiol Nutr Metab. 2016 Oct;41(10):1018-1025. doi: 10.1139/apnm-2015-0693. Epub 2016 May 27.","Nikseresht M","Appl Physiol Nutr Metab","2016","2016/09/17","","","10.1139/apnm-2015-0693"
"27606641","Effect of abdominal muscle training on respiratory muscle strength and forced expiratory flows in sedentary, healthy adolescents","Rodríguez-Núñez I, Navarro X, Gatica D, Manterola C.","Arch Argent Pediatr. 2016 Oct 1;114(5):434-40. doi: 10.5546/aap.2016.eng.434. Epub 2016 Oct 1.","Rodríguez-Núñez I","Arch Argent Pediatr","2016","2016/09/09","","","10.5546/aap.2016.eng.434"
"27601139","Exercise regulates breast cancer cell viability: systemic training adaptations versus acute exercise responses","Dethlefsen C, Lillelund C, Midtgaard J, Andersen C, Pedersen BK, Christensen JF, Hojman P.","Breast Cancer Res Treat. 2016 Oct;159(3):469-79. doi: 10.1007/s10549-016-3970-1. Epub 2016 Sep 6.","Dethlefsen C","Breast Cancer Res Treat","2016","2016/09/08","","","10.1007/s10549-016-3970-1"
"27577950","1RM prediction: a novel methodology based on the force-velocity and load-velocity relationships","Picerno P, Iannetta D, Comotto S, Donati M, Pecoraro F, Zok M, Tollis G, Figura M, Varalda C, Di Muzio D, Patrizio F, Piacentini MF.","Eur J Appl Physiol. 2016 Oct;116(10):2035-43. doi: 10.1007/s00421-016-3457-0. Epub 2016 Aug 30.","Picerno P","Eur J Appl Physiol","2016","2016/09/01","","","10.1007/s00421-016-3457-0"
"27552344","Physical activity and training in sarcoidosis: review and experience-based recommendations","Strookappe B, Saketkoo LA, Elfferich M, Holland A, De Vries J, Knevel T, Drent M.","Expert Rev Respir Med. 2016 Oct;10(10):1057-68. doi: 10.1080/17476348.2016.1227244. Epub 2016 Sep 8.","Strookappe B","Expert Rev Respir Med","2016","2016/08/24","","","10.1080/17476348.2016.1227244"
"27548052","Who runs the fastest? Anthropometric and physiological correlates of 20 m sprint performance in male soccer players","Nikolaidis PT, Ruano MA, de Oliveira NC, Portes LA, Freiwald J, Leprêtre PM, Knechtle B.","Res Sports Med. 2016 Oct-Dec;24(4):341-351. doi: 10.1080/15438627.2016.1222281. Epub 2016 Aug 22.","Nikolaidis PT","Res Sports Med","2016","2016/08/23","","","10.1080/15438627.2016.1222281"
"27523919","Effect of creatine supplementation and drop-set resistance training in untrained aging adults","Johannsmeyer S, Candow DG, Brahms CM, Michel D, Zello GA.","Exp Gerontol. 2016 Oct;83:112-9. doi: 10.1016/j.exger.2016.08.005. Epub 2016 Aug 11.","Johannsmeyer S","Exp Gerontol","2016","2016/08/16","","","10.1016/j.exger.2016.08.005"
"27521421","Habitual exercise decreases systolic blood pressure during low-intensity resistance exercise in healthy middle-aged and older individuals","Otsuki T, Kotato T, Zempo-Miyaki A.","Am J Physiol Heart Circ Physiol. 2016 Oct 1;311(4):H1024-H1030. doi: 10.1152/ajpheart.00379.2016. Epub 2016 Aug 12.","Otsuki T","Am J Physiol Heart Circ Physiol","2016","2016/08/14","","","10.1152/ajpheart.00379.2016"
"27497779","No effect of anti-inflammatory medication on postprandial and postexercise muscle protein synthesis in elderly men with slightly elevated systemic inflammation","Dideriksen K, Reitelseder S, Malmgaard-Clausen NM, Bechshoeft R, Petersen RK, Mikkelsen UR, Holm L.","Exp Gerontol. 2016 Oct;83:120-9. doi: 10.1016/j.exger.2016.07.016. Epub 2016 Aug 3.","Dideriksen K","Exp Gerontol","2016","2016/08/08","","","10.1016/j.exger.2016.07.016"
"27496067","Safety, adherence and efficacy of exercise training in solid-organ transplant candidates: A systematic review","Wallen MP, Skinner TL, Pavey TG, Hall A, Macdonald GA, Coombes JS.","Transplant Rev (Orlando). 2016 Oct;30(4):218-26. doi: 10.1016/j.trre.2016.07.004. Epub 2016 Jul 19.","Wallen MP","Transplant Rev (Orlando)","2016","2016/08/07","","","10.1016/j.trre.2016.07.004"
"27491378","Active recovery of the finger flexors enhances intermittent handgrip performance in rock climbers","Baláš J, Michailov M, Giles D, Kodejška J, Panáčková M, Fryer S.","Eur J Sport Sci. 2016 Oct;16(7):764-72. doi: 10.1080/17461391.2015.1119198. Epub 2015 Dec 19.","Baláš J","Eur J Sport Sci","2016","2016/08/06","","","10.1080/17461391.2015.1119198"
"27488660","Increased hypertrophic response with increased mechanical load in skeletal muscles receiving identical activity patterns","Eftestøl E, Egner IM, Lunde IG, Ellefsen S, Andersen T, Sjåland C, Gundersen K, Bruusgaard JC.","Am J Physiol Cell Physiol. 2016 Oct 1;311(4):C616-C629. doi: 10.1152/ajpcell.00016.2016. Epub 2016 Aug 3.","Eftestøl E","Am J Physiol Cell Physiol","2016","2016/08/05","","","10.1152/ajpcell.00016.2016"
"27485469","No evidence of neural adaptations following chronic unilateral isometric training of the intrinsic muscles of the hand: a randomized controlled study","Manca A, Ginatempo F, Cabboi MP, Mercante B, Ortu E, Dragone D, De Natale ER, Dvir Z, Rothwell JC, Deriu F.","Eur J Appl Physiol. 2016 Oct;116(10):1993-2005. doi: 10.1007/s00421-016-3451-6. Epub 2016 Aug 2.","Manca A","Eur J Appl Physiol","2016","2016/08/04","","","10.1007/s00421-016-3451-6"
"27480315","Post-exercise blood flow restriction attenuates muscle hypertrophy","Dankel SJ, Buckner SL, Jessee MB, Mattocks KT, Mouser JG, Counts BR, Laurentino GC, Abe T, Loenneke JP.","Eur J Appl Physiol. 2016 Oct;116(10):1955-63. doi: 10.1007/s00421-016-3447-2. Epub 2016 Aug 1.","Dankel SJ","Eur J Appl Physiol","2016","2016/08/03","","","10.1007/s00421-016-3447-2"
"27477619","Insulin sensitivity, body composition and adipose depots following 12 w combined endurance and strength training in dysglycemic and normoglycemic sedentary men","Langleite TM, Jensen J, Norheim F, Gulseth HL, Tangen DS, Kolnes KJ, Heck A, Storås T, Grøthe G, Dahl MA, Kielland A, Holen T, Noreng HJ, Stadheim HK, Bjørnerud A, Johansen EI, Nellemann B, Birkeland KI, Drevon CA.","Arch Physiol Biochem. 2016 Oct;122(4):167-179. doi: 10.1080/13813455.2016.1202985. Epub 2016 Jul 31.","Langleite TM","Arch Physiol Biochem","2016","2016/08/02","","","10.1080/13813455.2016.1202985"
"27473446","The impact of repetition mechanics on the adaptations resulting from strength-, hypertrophy- and cluster-type resistance training","Nicholson G, Ispoglou T, Bissas A.","Eur J Appl Physiol. 2016 Oct;116(10):1875-88. doi: 10.1007/s00421-016-3439-2. Epub 2016 Jul 29.","Nicholson G","Eur J Appl Physiol","2016","2016/07/31","PMC5020128","","10.1007/s00421-016-3439-2"
"27465635","Effects of Short-Term Free-Weight and Semiblock Periodization Resistance Training on Metabolic Syndrome","South MA, Layne AS, Stuart CA, Triplett NT, Ramsey M, Howell ME, Sands WA, Mizuguchi S, Hornsby WG 3rd, Kavanaugh AA, Stone MH.","J Strength Cond Res. 2016 Oct;30(10):2682-96. doi: 10.1519/JSC.0000000000001570.","South MA","J Strength Cond Res","2016","2016/07/29","PMC5841234","NIHMS802790","10.1519/JSC.0000000000001570"
"27428645","Resistance Training and Ovariectomy: Antagonic Effects in Mitochondrial Biogenesis Markers in Rat Skeletal Muscle","Barbosa MR, Shiguemoto GE, Tomaz LM, Ferreira FC, Rodrigues MF, Domingues MM, Souza Master MV, Canevazzi GH, Silva-Magosso NS, Selistre-de-Araujo HS, Perez SE.","Int J Sports Med. 2016 Oct;37(11):841-8. doi: 10.1055/s-0042-107247. Epub 2016 Jul 18.","Barbosa MR","Int J Sports Med","2016","2016/07/19","","","10.1055/s-0042-107247"
"27386964","Optimal Loads for Power Differ by Exercise in Older Adults","Potiaumpai M, Gandia K, Rautray A, Prendergast T, Signorile JF.","J Strength Cond Res. 2016 Oct;30(10):2703-12. doi: 10.1519/JSC.0000000000001549.","Potiaumpai M","J Strength Cond Res","2016","2016/07/09","","","10.1519/JSC.0000000000001549"
"27358351","Synergy, Salary, and Satisfaction: Benefits of Training in Critical Care Medicine and Infectious Diseases Gleaned From a National Pilot Survey of Dually Trained Physicians","Kadri SS, Rhee C, Magda G, Strich JR, Cai R, Sun J, Decker BK, O'Grady NP.","Clin Infect Dis. 2016 Oct 1;63(7):868-875. doi: 10.1093/cid/ciw441. Epub 2016 Jun 29.","Kadri SS","Clin Infect Dis","2016","2016/07/01","PMC5019287","","10.1093/cid/ciw441"
