PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29234504","The effects of low-intensity blood flow restricted exercise compared with conventional resistance training on the clinical outcomes of active UK military personnel following a 3-week in-patient rehabilitation programme: protocol for a randomized controlled feasibility study","Ladlow P, Coppack RJ, Dharm-Datta S, Conway D, Sellon E, Patterson SD, Bennett AN.","Pilot Feasibility Stud. 2017 Dec 8;3:71. doi: 10.1186/s40814-017-0216-x. eCollection 2017.","Ladlow P","Pilot Feasibility Stud","2017","2017/12/14","PMC5723055","","10.1186/s40814-017-0216-x"
"29238597","Effects of nine weeks isokinetic training on power, golf kinematics, and driver performance in pre-elite golfers","Parker J, Lagerhem C, Hellström J, Olsson MC.","BMC Sports Sci Med Rehabil. 2017 Dec 11;9:21. doi: 10.1186/s13102-017-0086-9. eCollection 2017.","Parker J","BMC Sports Sci Med Rehabil","2017","2017/12/15","PMC5725976","","10.1186/s13102-017-0086-9"
"29276588","Ventilatory efficiency and aerobic capacity in people with multiple sclerosis: A randomized study","Riksfjord SM, Brændvik SM, Røksund OD, Aamot IL.","SAGE Open Med. 2017 Dec 12;5:2050312117743672. doi: 10.1177/2050312117743672. eCollection 2017.","Riksfjord SM","SAGE Open Med","2017","2017/12/26","PMC5734440","","10.1177/2050312117743672"
"29099523","A potential strategy for counteracting age-related sarcopenia: preliminary evidence of combined exercise training and leucine supplementation","Xia Z, Cholewa JM, Zhao Y, Yang Y, Shang H, Jiang H, Su Q, Zanchi NE.","Food Funct. 2017 Dec 13;8(12):4528-4538. doi: 10.1039/c7fo01181d.","Xia Z","Food Funct","2017","2017/11/04","","","10.1039/c7fo01181d"
"29166984","A Comparison of Musculo-Articular Stiffness and Maximal Isometric Plantar Flexion and Knee Extension Force in Dancers and Untrained Individuals","Rice PE, van Werkhoven H, Dejournette DJ, Gurchiek RD, Mackall JW, McBride JM.","J Dance Med Sci. 2017 Dec 15;21(4):144-150. doi: 10.12678/1089-313X.21.4.144.","Rice PE","J Dance Med Sci","2017","2017/11/24","","","10.12678/1089-313X.21.4.144"
"29312495","High-intensity resistance training alone or combined with aerobic training improves strength, heart function and collagen in rats with heart failure","Alves JP, Nunes RB, Ferreira DDC, Stefani GP, Jaenisch RB, Lago PD.","Am J Transl Res. 2017 Dec 15;9(12):5432-5441. eCollection 2017.","Alves JP","Am J Transl Res","2017","2018/01/10","PMC5752893","",""
"29318168","The Utility of Objective Strength and Functional Performance to Predict Subjective Outcomes After Anterior Cruciate Ligament Reconstruction","Menzer H, Slater LV, Diduch D, Miller M, Norte G, Goetschius J, Hart JM.","Orthop J Sports Med. 2017 Dec 18;5(12):2325967117744758. doi: 10.1177/2325967117744758. eCollection 2017 Dec.","Menzer H","Orthop J Sports Med","2017","2018/01/11","PMC5753987","","10.1177/2325967117744758"
"29311990","Resistance Training with Co-ingestion of Anti-inflammatory Drugs Attenuates Mitochondrial Function","Cardinale DA, Lilja M, Mandić M, Gustafsson T, Larsen FJ, Lundberg TR.","Front Physiol. 2017 Dec 19;8:1074. doi: 10.3389/fphys.2017.01074. eCollection 2017.","Cardinale DA","Front Physiol","2017","2018/01/10","PMC5742251","","10.3389/fphys.2017.01074"
"28937244","Cardiac AT(1) receptor-dependent and IGF1 receptor-independent signaling is activated by a single bout of resistance exercise","Melo SF, Barauna VG, Fernandes T, Carmo EC, Carvalho CR, Oliveira EM.","Physiol Res. 2017 Dec 20;66(6):1061-1065. doi: 10.33549/physiolres.933563. Epub 2017 Sep 22.","Melo SF","Physiol Res","2017","2017/09/23","","","10.33549/physiolres.933563"
"29267988","Respiratory muscle training for multiple sclerosis","Rietberg MB, Veerbeek JM, Gosselink R, Kwakkel G, van Wegen EE.","Cochrane Database Syst Rev. 2017 Dec 21;12(12):CD009424. doi: 10.1002/14651858.CD009424.pub2.","Rietberg MB","Cochrane Database Syst Rev","2017","2017/12/22","PMC6486138","","10.1002/14651858.CD009424.pub2"
"29312007","Resistance Training with Single vs. Multi-joint Exercises at Equal Total Load Volume: Effects on Body Composition, Cardiorespiratory Fitness, and Muscle Strength","Paoli A, Gentil P, Moro T, Marcolin G, Bianco A.","Front Physiol. 2017 Dec 22;8:1105. doi: 10.3389/fphys.2017.01105. eCollection 2017.","Paoli A","Front Physiol","2017","2018/01/10","PMC5744434","","10.3389/fphys.2017.01105"
"29312123","Aerobic-Strength Exercise Improves Metabolism and Clinical State in Parkinson's Disease Patients","Krumpolec P, Vallova S, Slobodova L, Tirpakova V, Vajda M, Schon M, Klepochova R, Janakova Z, Straka I, Sutovsky S, Turcani P, Cvecka J, Valkovic L, Tsai CL, Krssak M, Valkovic P, Sedliak M, Ukropcova B, Ukropec J.","Front Neurol. 2017 Dec 22;8:698. doi: 10.3389/fneur.2017.00698. eCollection 2017.","Krumpolec P","Front Neurol","2017","2018/01/10","PMC5743754","","10.3389/fneur.2017.00698"
"29325367","[Effects of aerobic exercise combined with resistance training on the cardiorespiratory fitness and exercise capacity of patients with stable coronary artery disease]","Liu SX, Chen YY, Xie KL, Zhang WL.","Zhonghua Xin Xue Guan Bing Za Zhi. 2017 Dec 24;45(12):1067-1071. doi: 10.3760/cma.j.issn.0253-3758.2017.12.011.","Liu SX","Zhonghua Xin Xue Guan Bing Za Zhi","2017","2018/01/12","","","10.3760/cma.j.issn.0253-3758.2017.12.011"
"29278423","Exercise for intermittent claudication","Lane R, Harwood A, Watson L, Leng GC.","Cochrane Database Syst Rev. 2017 Dec 26;12(12):CD000990. doi: 10.1002/14651858.CD000990.pub4.","Lane R","Cochrane Database Syst Rev","2017","2017/12/27","PMC6486315","","10.1002/14651858.CD000990.pub4"
"29339993","Functional and Muscle-Size Effects of Flywheel Resistance Training with Eccentric-Overload in Professional Handball Players","Maroto-Izquierdo S, García-López D, de Paz JA.","J Hum Kinet. 2017 Dec 28;60:133-143. doi: 10.1515/hukin-2017-0096. eCollection 2017 Dec.","Maroto-Izquierdo S","J Hum Kinet","2017","2018/01/18","PMC5765793","","10.1515/hukin-2017-0096"
"29284521","Exercise intervention for unilateral amputees with low back pain: study protocol for a randomised, controlled trial","Wasser JG, Herman DC, Horodyski M, Zaremski JL, Tripp B, Page P, Vincent KR, Vincent HK.","Trials. 2017 Dec 29;18(1):630. doi: 10.1186/s13063-017-2362-0.","Wasser JG","Trials","2017","2017/12/30","PMC5747115","","10.1186/s13063-017-2362-0"
"29286534","Fitness training for cardiorespiratory conditioning after traumatic brain injury","Hassett L, Moseley AM, Harmer AR.","Cochrane Database Syst Rev. 2017 Dec 29;12(12):CD006123. doi: 10.1002/14651858.CD006123.pub3.","Hassett L","Cochrane Database Syst Rev","2017","2017/12/30","PMC6486048","","10.1002/14651858.CD006123.pub3"
"29370671","The synergistic effect of protein complex supplementation combined with 12 weeks of resistance training on isokinetic muscular function in untrained young males","Jang J, Park HY, Yoo C, Park Y, Kim J, Lim K.","J Exerc Nutrition Biochem. 2017 Dec 31;21(4):27-36. doi: 10.20463/jenb.2017.0036.","Jang J","J Exerc Nutrition Biochem","2017","2018/01/27","PMC5772071","","10.20463/jenb.2017.0036"
"27283375","Acute resistance exercise with blood flow restriction in elderly hypertensive women: haemodynamic, rating of perceived exertion and blood lactate","Pinto RR, Karabulut M, Poton R, Polito MD.","Clin Physiol Funct Imaging. 2018 Jan;38(1):17-24. doi: 10.1111/cpf.12376. Epub 2016 Jun 10.","Pinto RR","Clin Physiol Funct Imaging","2018","2016/06/11","","","10.1111/cpf.12376"
"27438063","Relationships Between Concentric and Eccentric Strength and Countermovement Jump Performance in Resistance Trained Men","Bridgeman LA, McGuigan MR, Gill ND, Dulson DK.","J Strength Cond Res. 2018 Jan;32(1):255-260. doi: 10.1519/JSC.0000000000001539.","Bridgeman LA","J Strength Cond Res","2018","2016/07/21","","","10.1519/JSC.0000000000001539"
"27676274","Differential Effects of Continuous Versus Discontinuous Aerobic Training on Blood Pressure and Hemodynamics","Landram MJ, Utter AC, Baldari C, Guidetti L, McAnulty SR, Collier SR.","J Strength Cond Res. 2018 Jan;32(1):97-104. doi: 10.1519/JSC.0000000000001661.","Landram MJ","J Strength Cond Res","2018","2016/09/28","","","10.1519/JSC.0000000000001661"
"27804850","Interval Exercise Therapy for Type 2 Diabetes","Hamasaki H.","Curr Diabetes Rev. 2018;14(2):129-137. doi: 10.2174/1573399812666161101103655.","Hamasaki H","Curr Diabetes Rev","2018","2016/11/03","","","10.2174/1573399812666161101103655"
"27830949","Motor control exercises of the lumbar-pelvic region improve respiratory function in obese men. A pilot study","Bezzoli E, Andreotti D, Pianta L, Mascheroni M, Piccinno L, Puricelli L, Cimolin V, Salvadori A, Codecasa F, Capodaglio P.","Disabil Rehabil. 2018 Jan;40(2):152-158. doi: 10.1080/09638288.2016.1244292. Epub 2016 Nov 10.","Bezzoli E","Disabil Rehabil","2018","2016/11/11","","","10.1080/09638288.2016.1244292"
"27956218","An intensive lifestyle intervention reduces circulating oxidised low-density lipoprotein and increases human paraoxonase activity in obese subjects","Russo A, Pirisinu I, Vacca C, Reginato E, Tomaro ES, Pippi R, Aiello C, Talesa VN, De Feo P, Romani R.","Obes Res Clin Pract. 2018 Jan-Feb;12(Suppl 2):108-114. doi: 10.1016/j.orcp.2016.11.006. Epub 2016 Dec 10.","Russo A","Obes Res Clin Pract","2018","2016/12/14","","","10.1016/j.orcp.2016.11.006"
"27992260","Improvement of Elite Female Athletes' Physical Performance With a 3-Week Unexpected Disturbance Program","Teichmann J, Suwarganda EK, Beaven CM, Hébert-Losier K, Lee JW, Tenllado Vallejo F, Lew PCF, Aziz RA, Kian YW, Schmidtbleicher D.","J Sport Rehabil. 2018 Jan 1;27(1):1-7. doi: 10.1123/jsr.2016-0082. Epub 2018 Jan 17.","Teichmann J","J Sport Rehabil","2018","2016/12/20","","","10.1123/jsr.2016-0082"
"28097928","Validity and reliability of a novel iPhone app for the measurement of barbell velocity and 1RM on the bench-press exercise","Balsalobre-Fernández C, Marchante D, Muñoz-López M, Jiménez SL.","J Sports Sci. 2018 Jan;36(1):64-70. doi: 10.1080/02640414.2017.1280610. Epub 2017 Jan 18.","Balsalobre-Fernández C","J Sports Sci","2018","2017/01/19","","","10.1080/02640414.2017.1280610"
"28103737","A multidimensional approach to performance prediction in Olympic distance cross-country mountain bikers","Novak AR, Bennett KJM, Fransen J, Dascombe BJ.","J Sports Sci. 2018 Jan;36(1):71-78. doi: 10.1080/02640414.2017.1280611. Epub 2017 Jan 20.","Novak AR","J Sports Sci","2018","2017/01/21","","","10.1080/02640414.2017.1280611"
"28116787","Effects of detraining on anthropometry, aerobic capacity and functional ability in adults with Down syndrome","Boer PH.","J Appl Res Intellect Disabil. 2018 Jan;31 Suppl 1:144-150. doi: 10.1111/jar.12327. Epub 2017 Jan 24.","Boer PH","J Appl Res Intellect Disabil","2018","2017/01/25","","","10.1111/jar.12327"
"28118307","Neuromuscular and Cardiovascular Adaptations in Response to High-Intensity Interval Power Training","Romero-Arenas S, Ruiz R, Vera-Ibáñez A, Colomer-Poveda D, Guadalupe-Grau A, Márquez G.","J Strength Cond Res. 2018 Jan;32(1):130-138. doi: 10.1519/JSC.0000000000001778.","Romero-Arenas S","J Strength Cond Res","2018","2017/01/25","","","10.1519/JSC.0000000000001778"
"28135217","Short-Term Hypoxic Exposure and Training Improve Maximal Anaerobic Running Test Performance","Oriishi M, Matsubayashi T, Kawahara T, Suzuki Y.","J Strength Cond Res. 2018 Jan;32(1):181-188. doi: 10.1519/JSC.0000000000001791.","Oriishi M","J Strength Cond Res","2018","2017/01/31","","","10.1519/JSC.0000000000001791"
"28143367","Does a resistance exercise session with continuous or intermittent blood flow restriction promote muscle damage and increase oxidative stress?","Neto GR, Novaes JS, Salerno VP, Gonçalves MM, Batista GR, Cirilo-Sousa MS.","J Sports Sci. 2018 Jan;36(1):104-110. doi: 10.1080/02640414.2017.1283430. Epub 2017 Jan 31.","Neto GR","J Sports Sci","2018","2017/02/02","","","10.1080/02640414.2017.1283430"
"28150916","Sling-based Exercise for External Rotator Muscles: Effects on Shoulder Profile in Young Recreational Tennis Players","Goulet C, Rogowski I.","J Sport Rehabil. 2018 Jan;27(1):30-36. doi: 10.1123/jsr.2015-0209. Epub 2016 Dec 19.","Goulet C","J Sport Rehabil","2018","2017/02/06","","","10.1123/jsr.2015-0209"
"28234714","A Hydrothermally Processed Maize Starch and Its Effects on Blood Glucose Levels During High-Intensity Interval Exercise","Hetrick MM, Naquin MR, Gillan WW, Williams BM, Kraemer RR.","J Strength Cond Res. 2018 Jan;32(1):3-12. doi: 10.1519/JSC.0000000000001856.","Hetrick MM","J Strength Cond Res","2018","2017/02/25","","","10.1519/JSC.0000000000001856"
"28282743","Can changes in resistance exercise workload influence internal load, countermovement jump performance and the endocrine response?","Hiscock DJ, Dawson B, Clarke M, Peeling P.","J Sports Sci. 2018 Jan;36(2):191-197. doi: 10.1080/02640414.2017.1290270. Epub 2017 Feb 23.","Hiscock DJ","J Sports Sci","2018","2017/03/12","","","10.1080/02640414.2017.1290270"
"28295686","Increased insulin-stimulated glucose uptake in both leg and arm muscles after sprint interval and moderate-intensity training in subjects with type 2 diabetes or prediabetes","Sjöros TJ, Heiskanen MA, Motiani KK, Löyttyniemi E, Eskelinen JJ, Virtanen KA, Savisto NJ, Solin O, Hannukainen JC, Kalliokoski KK.","Scand J Med Sci Sports. 2018 Jan;28(1):77-87. doi: 10.1111/sms.12875. Epub 2017 Apr 10.","Sjöros TJ","Scand J Med Sci Sports","2018","2017/03/16","","","10.1111/sms.12875"
"28314055","Localization of muscle damage within the quadriceps femoris induced by different types of eccentric exercises","Maeo S, Saito A, Otsuka S, Shan X, Kanehisa H, Kawakami Y.","Scand J Med Sci Sports. 2018 Jan;28(1):95-106. doi: 10.1111/sms.12880. Epub 2017 Apr 6.","Maeo S","Scand J Med Sci Sports","2018","2017/03/18","","","10.1111/sms.12880"
"28314091","Changes in muscle architecture of biceps femoris induced by eccentric strength training with nordic hamstring exercise","Alonso-Fernandez D, Docampo-Blanco P, Martinez-Fernandez J.","Scand J Med Sci Sports. 2018 Jan;28(1):88-94. doi: 10.1111/sms.12877. Epub 2017 Apr 10.","Alonso-Fernandez D","Scand J Med Sci Sports","2018","2017/03/18","","","10.1111/sms.12877"
"28345260","Resistance training and aerobic training improve muscle strength and aerobic capacity in chronic inflammatory demyelinating polyneuropathy","Markvardsen LH, Overgaard K, Heje K, Sindrup SH, Christiansen I, Vissing J, Andersen H.","Muscle Nerve. 2018 Jan;57(1):70-76. doi: 10.1002/mus.25652. Epub 2017 Apr 15.","Markvardsen LH","Muscle Nerve","2018","2017/03/28","","","10.1002/mus.25652"
"28389133","Feasibility study: Effect of hand resistance exercise on handwriting in Parkinson's disease and essential tremor","Bryant MS, Workman CD, Jamal F, Meng H, Jackson GR.","J Hand Ther. 2018 Jan-Mar;31(1):29-34. doi: 10.1016/j.jht.2017.01.002. Epub 2017 Apr 4.","Bryant MS","J Hand Ther","2018","2017/04/09","","","10.1016/j.jht.2017.01.002"
"28394830","The 1 Repetition Maximum Mechanics of a High-Handle Hexagonal Bar Deadlift Compared With a Conventional Deadlift as Measured by a Linear Position Transducer","Lockie RG, Moreno MR, Lazar A, Risso FG, Liu TM, Stage AA, Birmingham-Babauta SA, Torne IA, Stokes JJ, Giuliano DV, Davis DL, Orjalo AJ, Callaghan SJ.","J Strength Cond Res. 2018 Jan;32(1):150-161. doi: 10.1519/JSC.0000000000001781.","Lockie RG","J Strength Cond Res","2018","2017/04/11","","","10.1519/JSC.0000000000001781"
"28449327","Skeletal muscle IL-15/IL-15Rα and myofibrillar protein synthesis after resistance exercise","Pérez-López A, McKendry J, Martin-Rincon M, Morales-Alamo D, Pérez-Köhler B, Valadés D, Buján J, Calbet JAL, Breen L.","Scand J Med Sci Sports. 2018 Jan;28(1):116-125. doi: 10.1111/sms.12901. Epub 2017 May 26.","Pérez-López A","Scand J Med Sci Sports","2018","2017/04/28","","","10.1111/sms.12901"
"28453868","Combined aerobic and resistance training decreases inflammation markers in healthy men","Ihalainen JK, Schumann M, Eklund D, Hämäläinen M, Moilanen E, Paulsen G, Häkkinen K, Mero AA.","Scand J Med Sci Sports. 2018 Jan;28(1):40-47. doi: 10.1111/sms.12906. Epub 2017 Jun 13.","Ihalainen JK","Scand J Med Sci Sports","2018","2017/04/29","","","10.1111/sms.12906"
"28459290","Injury Patterns, Physiological Profile, and Performance in University Rugby Union","Ball S, Halaki M, Sharp T, Orr R.","Int J Sports Physiol Perform. 2018 Jan 1;13(1):69-74. doi: 10.1123/ijspp.2017-0023. Epub 2018 Jan 17.","Ball S","Int J Sports Physiol Perform","2018","2017/05/02","","","10.1123/ijspp.2017-0023"
"28459360","Strength Training for Middle- and Long-Distance Performance: A Meta-Analysis","Berryman N, Mujika I, Arvisais D, Roubeix M, Binet C, Bosquet L.","Int J Sports Physiol Perform. 2018 Jan 1;13(1):57-63. doi: 10.1123/ijspp.2017-0032. Epub 2018 Jan 5.","Berryman N","Int J Sports Physiol Perform","2018","2017/05/02","","","10.1123/ijspp.2017-0032"
"28474867","Response of coagulation and anti-coagulant factors of elite athletes following acute resistance and high-intensity interval training","Karampour S, Gaeini AA.","J Sports Med Phys Fitness. 2018 Jan-Feb;58(1-2):120-126. doi: 10.23736/S0022-4707.17.06822-0. Epub 2017 Apr 26.","Karampour S","J Sports Med Phys Fitness","2018","2017/05/06","","","10.23736/S0022-4707.17.06822-0"
"28527751","Hand strengthening exercises in chronic stroke patients: Dose-response evaluation using electromyography","Vinstrup J, Calatayud J, Jakobsen MD, Sundstrup E, Jørgensen JR, Casaña J, Andersen LL.","J Hand Ther. 2018 Jan-Mar;31(1):111-121. doi: 10.1016/j.jht.2017.01.004. Epub 2017 May 17.","Vinstrup J","J Hand Ther","2018","2017/05/22","","","10.1016/j.jht.2017.01.004"
"28558442","Specific physiological and biomechanical performance in elite, sub-elite and in non-elite male team handball players","Wagner H, Fuchs PX, von Duvillard SP.","J Sports Med Phys Fitness. 2018 Jan-Feb;58(1-2):73-81. doi: 10.23736/S0022-4707.16.06758-X. Epub 2017 May 30.","Wagner H","J Sports Med Phys Fitness","2018","2017/06/01","","","10.23736/S0022-4707.16.06758-X"
"28671938","Cardiac Rehabilitation Participation Rates and Outcomes for Patients With Heart Failure","Rengo JL, Savage PD, Barrett T, Ades PA.","J Cardiopulm Rehabil Prev. 2018 Jan;38(1):38-42. doi: 10.1097/HCR.0000000000000252.","Rengo JL","J Cardiopulm Rehabil Prev","2018","2017/07/04","PMC5741463","NIHMS838895","10.1097/HCR.0000000000000252"
"28678768","Effects of Lower-Limb Strength Training on Agility, Repeated Sprinting With Changes of Direction, Leg Peak Power, and Neuromuscular Adaptations of Soccer Players","Hammami M, Negra Y, Billaut F, Hermassi S, Shephard RJ, Chelly MS.","J Strength Cond Res. 2018 Jan;32(1):37-47. doi: 10.1519/JSC.0000000000001813.","Hammami M","J Strength Cond Res","2018","2017/07/06","","","10.1519/JSC.0000000000001813"
"28846563","Temporal Response of Angiogenesis and Hypertrophy to Resistance Training in Young Men","Holloway TM, Snijders T, VAN Kranenburg J, VAN Loon LJC, Verdijk LB.","Med Sci Sports Exerc. 2018 Jan;50(1):36-45. doi: 10.1249/MSS.0000000000001409.","Holloway TM","Med Sci Sports Exerc","2018","2017/08/29","","","10.1249/MSS.0000000000001409"
"28858051","Long-Term Changes in Jump Performance and Maximum Strength in a Cohort of National Collegiate Athletic Association Division I Women's Volleyball Athletes","Kavanaugh AA, Mizuguchi S, Sands WA, Ramsey MW, Stone MH.","J Strength Cond Res. 2018 Jan;32(1):66-75. doi: 10.1519/JSC.0000000000002214.","Kavanaugh AA","J Strength Cond Res","2018","2017/09/01","","","10.1519/JSC.0000000000002214"
"28870137","The effect of supervised exercise on localized TMD pain and TMD pain associated with generalized pain","Häggman-Henrikson B, Wiesinger B, Wänman A.","Acta Odontol Scand. 2018 Jan;76(1):6-12. doi: 10.1080/00016357.2017.1373304. Epub 2017 Sep 4.","Häggman-Henrikson B","Acta Odontol Scand","2018","2017/09/06","","","10.1080/00016357.2017.1373304"
"28871849","Resistance Training Combined With Diet Decreases Body Fat While Preserving Lean Mass Independent of Resting Metabolic Rate: A Randomized Trial","Miller T, Mull S, Aragon AA, Krieger J, Schoenfeld BJ.","Int J Sport Nutr Exerc Metab. 2018 Jan 1;28(1):46-54. doi: 10.1123/ijsnem.2017-0221. Epub 2018 Jan 24.","Miller T","Int J Sport Nutr Exerc Metab","2018","2017/09/06","","","10.1123/ijsnem.2017-0221"
"28902110","Asymmetries of Maximum Trunk, Hand, and Leg Strength in Comparison to Volleyball and Fitness Athletes","Mattes K, Wollesen B, Manzer S.","J Strength Cond Res. 2018 Jan;32(1):57-65. doi: 10.1519/JSC.0000000000002183.","Mattes K","J Strength Cond Res","2018","2017/09/14","","","10.1519/JSC.0000000000002183"
"28917030","The Role of Intra-Session Exercise Sequence in the Interference Effect: A Systematic Review with Meta-Analysis","Eddens L, van Someren K, Howatson G.","Sports Med. 2018 Jan;48(1):177-188. doi: 10.1007/s40279-017-0784-1.","Eddens L","Sports Med","2018","2017/09/17","PMC5752732","","10.1007/s40279-017-0784-1"
"28922211","Acute Effects of Ammonia Inhalants on Strength and Power Performance in Trained Men","Bartolomei S, Nigro F, Gubellini L, Semprini G, Ciacci S, Hoffman JR, Merni F.","J Strength Cond Res. 2018 Jan;32(1):244-247. doi: 10.1519/JSC.0000000000002171.","Bartolomei S","J Strength Cond Res","2018","2017/09/19","","","10.1519/JSC.0000000000002171"
"28933024","Effects of Rest Interval Duration in Resistance Training on Measures of Muscular Strength: A Systematic Review","Grgic J, Schoenfeld BJ, Skrepnik M, Davies TB, Mikulic P.","Sports Med. 2018 Jan;48(1):137-151. doi: 10.1007/s40279-017-0788-x.","Grgic J","Sports Med","2018","2017/09/22","","","10.1007/s40279-017-0788-x"
"28951469","Inspiratory Muscle Performance of Former Smokers and Nonsmokers Using the Test of Incremental Respiratory Endurance","Formiga MF, Campos MA, Cahalin LP.","Respir Care. 2018 Jan;63(1):86-91. doi: 10.4187/respcare.05716. Epub 2017 Sep 26.","Formiga MF","Respir Care","2018","2017/09/28","","","10.4187/respcare.05716"
"28971551","Exercise induced effects on muscle function and range of motion in patients with hip osteoarthritis","Bieler T, Siersma V, Magnusson SP, Kjaer M, Beyer N.","Physiother Res Int. 2018 Jan;23(1). doi: 10.1002/pri.1697. Epub 2017 Oct 3.","Bieler T","Physiother Res Int","2018","2017/10/04","","","10.1002/pri.1697"
"29023322","Effects of Two Different Training Periodization Models on Physical and Physiological Aspects of Elite Female Team Handball Players","Manchado C, Cortell-Tormo JM, Tortosa-Martínez J.","J Strength Cond Res. 2018 Jan;32(1):280-287. doi: 10.1519/JSC.0000000000002259.","Manchado C","J Strength Cond Res","2018","2017/10/13","","","10.1519/JSC.0000000000002259"
"29045949","Effectiveness of a Home-Based Active Video Game Programme in Young Cystic Fibrosis Patients","Del Corral T, Cebrià I Iranzo MÀ, López-de-Uralde-Villanueva I, Martínez-Alejos R, Blanco I, Vilaró J.","Respiration. 2018;95(2):87-97. doi: 10.1159/000481264. Epub 2017 Oct 19.","Del Corral T","Respiration","2018","2017/10/19","","","10.1159/000481264"
"29060921","The use of electromyography and magnetic resonance imaging to evaluate a core strengthening exercise programme","Rutkowska-Kucharska A, Szpala A.","J Back Musculoskelet Rehabil. 2018;31(2):355-362. doi: 10.3233/BMR-169780.","Rutkowska-Kucharska A","J Back Musculoskelet Rehabil","2018","2017/10/25","","","10.3233/BMR-169780"
"29061084","The improvement in respiratory function by inspiratory muscle training is due to structural muscle changes in patients with stroke: a randomized controlled pilot trial","Cho JE, Lee HJ, Kim MK, Lee WH.","Top Stroke Rehabil. 2018 Jan;25(1):37-43. doi: 10.1080/10749357.2017.1383681. Epub 2017 Oct 24.","Cho JE","Top Stroke Rehabil","2018","2017/10/25","","","10.1080/10749357.2017.1383681"
"29091901","Resistance training and hawthorn extract ameliorate cognitive deficits in streptozotocin-induced diabetic rats","Zarrinkalam E, Ranjbar K, Salehi I, Kheiripour N, Komaki A.","Biomed Pharmacother. 2018 Jan;97:503-510. doi: 10.1016/j.biopha.2017.10.138. Epub 2017 Nov 6.","Zarrinkalam E","Biomed Pharmacother","2018","2017/11/02","","","10.1016/j.biopha.2017.10.138"
"29094773","Availability of prostate cancer exercise rehabilitation resources and practice patterns in Belgium: Results of a cross-sectional study","Bultijnck R, Van Ruymbeke B, Everaert S, Bagué H, Rammant E, Rimbaut S, Fonteyne V, Lumen N, Decaestecker K, Ost P.","Eur J Cancer Care (Engl). 2018 Jan;27(1). doi: 10.1111/ecc.12788. Epub 2017 Nov 2.","Bultijnck R","Eur J Cancer Care (Engl)","2018","2017/11/03","","","10.1111/ecc.12788"
"29107539","Is inertial flywheel resistance training superior to gravity-dependent resistance training in improving muscle strength? A systematic review with meta-analyses","Vicens-Bordas J, Esteve E, Fort-Vanmeerhaeghe A, Bandholm T, Thorborg K.","J Sci Med Sport. 2018 Jan;21(1):75-83. doi: 10.1016/j.jsams.2017.10.006. Epub 2017 Oct 18.","Vicens-Bordas J","J Sci Med Sport","2018","2017/11/07","","","10.1016/j.jsams.2017.10.006"
"29121681","Concurrent Training with Blood Flow Restriction does not Decrease Inflammatory Markers","de Souza TMF, Libardi CA, Cavaglieri CR, Gáspari AF, Brunelli DT, de Souza GV, Ugrinowitsch C, Min Li L, Chacon-Mikahil MPT.","Int J Sports Med. 2018 Jan;39(1):29-36. doi: 10.1055/s-0043-119222. Epub 2017 Nov 9.","de Souza TMF","Int J Sports Med","2018","2017/11/10","","","10.1055/s-0043-119222"
"29127508","Active and passive recovery influence responses of luteinizing hormone and testosterone to a fatiguing strength loading","Taipale RS, Kyröläinen H, Gagnon SS, Nindl B, Ahtiainen J, Häkkinen K.","Eur J Appl Physiol. 2018 Jan;118(1):123-131. doi: 10.1007/s00421-017-3753-3. Epub 2017 Nov 10.","Taipale RS","Eur J Appl Physiol","2018","2017/11/12","","","10.1007/s00421-017-3753-3"
"29146412","Skeletal muscle overexpression of nicotinamide phosphoribosyl transferase in mice coupled with voluntary exercise augments exercise endurance","Costford SR, Brouwers B, Hopf ME, Sparks LM, Dispagna M, Gomes AP, Cornnell HH, Petucci C, Phelan P, Xie H, Yi F, Walter GA, Osborne TF, Sinclair DA, Mynatt RL, Ayala JE, Gardell SJ, Smith SR.","Mol Metab. 2018 Jan;7:1-11. doi: 10.1016/j.molmet.2017.10.012. Epub 2017 Nov 6.","Costford SR","Mol Metab","2018","2017/11/18","PMC5784330","","10.1016/j.molmet.2017.10.012"
"29164325","Effects of recreational football on women's fitness and health: adaptations and mechanisms","Krustrup P, Helge EW, Hansen PR, Aagaard P, Hagman M, Randers MB, de Sousa M, Mohr M.","Eur J Appl Physiol. 2018 Jan;118(1):11-32. doi: 10.1007/s00421-017-3733-7. Epub 2017 Nov 21.","Krustrup P","Eur J Appl Physiol","2018","2017/11/23","","","10.1007/s00421-017-3733-7"
"29189407","Effect of Resistance Training to Muscle Failure vs. Volitional Interruption at High- and Low-Intensities on Muscle Mass and Strength","Nóbrega SR, Ugrinowitsch C, Pintanel L, Barcelos C, Libardi CA.","J Strength Cond Res. 2018 Jan;32(1):162-169. doi: 10.1519/JSC.0000000000001787.","Nóbrega SR","J Strength Cond Res","2018","2017/12/01","","","10.1519/JSC.0000000000001787"
